사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020010100100084,2020년 1월 1일 06시,수요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,보행자,남,30세,중상
2020010100100112,2020년 1월 1일 09시,수요일,경기도 수원시 장안구 송죽동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,남,20세,상해없음,승용,남,43세,경상
2020010100100151,2020년 1월 1일 12시,수요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,흐림,교차로 - 교차로안,이륜,남,17세,경상,승용,남,48세,상해없음
2020010100100239,2020년 1월 1일 17시,수요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,62세,상해없음,이륜,남,60세,경상
2020010100100269,2020년 1월 1일 18시,수요일,경기도 수원시 팔달구 매교동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,41세,상해없음,보행자,여,75세,중상
2020010200100018,2020년 1월 2일 03시,목요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,흐림,교차로 - 교차로안,승용,남,22세,상해없음,승용,남,53세,중상
2020010200100136,2020년 1월 2일 10시,목요일,경기도 수원시 장안구 조원동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,여,68세,경상
2020010200100139,2020년 1월 2일 10시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,27세,상해없음,승용,남,42세,경상
2020010200100191,2020년 1월 2일 12시,목요일,경기도 수원시 팔달구 교동,부상신고사고,0,0,0,1,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,59세,상해없음,,,,
2020010200100390,2020년 1월 2일 18시,목요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,39세,상해없음,이륜,남,26세,경상
2020010200100391,2020년 1월 2일 18시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,보행자,여,75세,경상
2020010200100392,2020년 1월 2일 18시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,62세,경상,승용,여,73세,경상
2020010200100449,2020년 1월 2일 19시,목요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,이륜,남,23세,경상
2020010200100453,2020년 1월 2일 19시,목요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,25세,상해없음,승용,남,58세,경상
2020010200100509,2020년 1월 2일 21시,목요일,경기도 수원시 영통구 매탄동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,29세,기타불명,승용,여,42세,중상
2020010300100008,2020년 1월 3일 00시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,25세,상해없음,승용,남,51세,상해없음
2020010300100024,2020년 1월 3일 02시,금요일,경기도 수원시 장안구 송죽동,중상사고,0,2,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세,기타불명,승용,남,45세,경상
2020010300100067,2020년 1월 3일 07시,금요일,경기도 수원시 권선구 평동,중상사고,0,1,1,0,차대차 - 기타,안전거리미확보,젖음/습기,맑음,단일로 - 기타,이륜,남,26세,중상,승용,남,42세,경상
2020010300100174,2020년 1월 3일 11시,금요일,경기도 수원시 팔달구 매교동,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,40세,부상신고,승용,남,28세,경상
2020010300100210,2020년 1월 3일 12시,금요일,경기도 수원시 장안구 연무동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,자전거,남,69세,중상
2020010300100215,2020년 1월 3일 12시,금요일,경기도 수원시 팔달구 인계동,중상사고,0,1,1,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승용,남,59세,상해없음
2020010300100276,2020년 1월 3일 14시,금요일,경기도 수원시 영통구 망포동,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,43세,상해없음,승합,남,51세,상해없음
2020010300100311,2020년 1월 3일 15시,금요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,승합,남,56세,상해없음
2020010300100385,2020년 1월 3일 17시,금요일,경기도 수원시 장안구 조원동,중상사고,0,2,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,19세,상해없음,승합,남,57세,상해없음
2020010300100430,2020년 1월 3일 18시,금요일,경기도 용인시 수지구 성복동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,보행자,남,75세,중상
2020010300100478,2020년 1월 3일 19시,금요일,경기도 수원시 장안구 조원동,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,승용,여,44세,경상
2020010300100527,2020년 1월 3일 20시,금요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,이륜,남,31세,경상
2020010400100005,2020년 1월 4일 00시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,2,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,여,50세,경상
2020010400100019,2020년 1월 4일 01시,토요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,승용,남,49세,경상
2020010400100036,2020년 1월 4일 02시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,47세,상해없음,승용,남,54세,경상
2020010400100049,2020년 1월 4일 03시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,47세,상해없음,승용,남,51세,경상
2020010400100066,2020년 1월 4일 05시,토요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,보행자,남,60세,중상
2020010400100067,2020년 1월 4일 05시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,보행자,남,29세,경상
2020010400100068,2020년 1월 4일 05시,토요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,이륜,남,27세,중상
2020010400100229,2020년 1월 4일 13시,토요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,45세,경상
2020010400100252,2020년 1월 4일 14시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,승용,남,57세,경상
2020010400100316,2020년 1월 4일 16시,토요일,경기도 수원시 팔달구 중동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,여,25세,경상
2020010400100388,2020년 1월 4일 18시,토요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,57세,상해없음,보행자,남,9세,중상
2020010400100469,2020년 1월 4일 21시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,33세,상해없음,보행자,남,65세,경상
2020010500100003,2020년 1월 5일 00시,일요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대사람 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로부근,승용,여,48세,상해없음,보행자,여,25세,경상
2020010500100096,2020년 1월 5일 09시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,여,27세,상해없음,승용,남,37세,경상
2020010500100129,2020년 1월 5일 11시,일요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,54세,기타불명,보행자,남,50세,경상
2020010500100130,2020년 1월 5일 11시,일요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,기타 - 기타,이륜,남,81세,경상,승용,남,62세,상해없음
2020010500100318,2020년 1월 5일 18시,일요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,이륜,남,53세,경상
2020010600100016,2020년 1월 6일 02시,월요일,경기도 수원시 영통구 하동,중상사고,0,1,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,경상,,,,
2020010600100021,2020년 1월 6일 04시,월요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,68세,상해없음,보행자,여,67세,경상
2020010600100204,2020년 1월 6일 12시,월요일,경기도 수원시 팔달구 영동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,58세,상해없음,보행자,여,67세,경상
2020010600100206,2020년 1월 6일 12시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,58세,상해없음,이륜,남,26세,경상
2020010600100272,2020년 1월 6일 14시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로횡단보도내,이륜,남,26세,상해없음,보행자,여,44세,경상
2020010600100333,2020년 1월 6일 16시,월요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,65세,상해없음,승용,남,69세,상해없음
2020010600100373,2020년 1월 6일 17시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,57세,상해없음,보행자,남,65세,경상
2020010600100375,2020년 1월 6일 17시,월요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로안,화물,남,60세,상해없음,보행자,남,84세,경상
2020010600100439,2020년 1월 6일 18시,월요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,43세,상해없음,보행자,여,59세,경상
2020010600100450,2020년 1월 6일 18시,월요일,경기도 수원시 영통구 하동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,이륜,남,26세,상해없음,보행자,여,52세,경상
2020010600100637,2020년 1월 6일 22시,월요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,61세,상해없음,보행자,여,58세,경상
2020010700100020,2020년 1월 7일 01시,화요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,31세,상해없음,원동기,남,54세,중상
2020010700100030,2020년 1월 7일 02시,화요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,40세,상해없음,보행자,여,72세,경상
2020010700100135,2020년 1월 7일 08시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,여,50세,상해없음,승용,여,24세,경상
2020010700100407,2020년 1월 7일 17시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,45세,상해없음,승용,남,58세,경상
2020010700100543,2020년 1월 7일 19시,화요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,승용,여,42세,상해없음,승용,남,52세,경상
2020010700100654,2020년 1월 7일 21시,화요일,경기도 수원시 장안구 송죽동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,33세,상해없음,승용,여,36세,중상
2020010700100655,2020년 1월 7일 21시,화요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,31세,상해없음,승용,남,32세,경상
2020010700100713,2020년 1월 7일 22시,화요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,22세,상해없음,보행자,여,47세,중상
2020010700100740,2020년 1월 7일 23시,화요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로횡단보도내,이륜,남,34세,상해없음,보행자,여,50세,중상
2020010800100049,2020년 1월 8일 03시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,5,0,차대차 - 측면충돌,차로위반,젖음/습기,비,단일로 - 기타,승용,남,60세,상해없음,승용,남,35세,경상
2020010800100101,2020년 1월 8일 07시,수요일,경기도 수원시 팔달구 매산로2가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,54세,상해없음,보행자,남,20세,중상
2020010800100130,2020년 1월 8일 08시,수요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,남,51세,상해없음,보행자,여,30세,경상
2020010800100170,2020년 1월 8일 09시,수요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51세,상해없음,승용,남,27세,경상
2020010800100196,2020년 1월 8일 10시,수요일,경기도 수원시 장안구 영화동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승용,남,48세,기타불명,승용,여,51세,중상
2020010800100252,2020년 1월 8일 12시,수요일,경기도 수원시 장안구 조원동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,57세,상해없음,승용,여,46세,중상
2020010800100256,2020년 1월 8일 12시,수요일,경기도 수원시 영통구 영통동,중상사고,0,1,0,0,차대사람 - 차도통행중,기타,건조,맑음,기타 - 기타,개인형이동수단(PM),여,21세,상해없음,보행자,여,64세,중상
2020010800100257,2020년 1월 8일 12시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승합,남,28세,경상
2020010800100258,2020년 1월 8일 12시,수요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,41세,상해없음,승용,남,60세,경상
2020010800100402,2020년 1월 8일 17시,수요일,경기도 수원시 영통구 매탄동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,36세,부상신고,승용,남,50세,상해없음
2020010800100445,2020년 1월 8일 18시,수요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,50세,상해없음,,,,
2020010800100446,2020년 1월 8일 18시,수요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,화물,남,25세,상해없음,승용,여,33세,경상
2020010900100034,2020년 1월 9일 05시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,65세,경상
2020010900100125,2020년 1월 9일 09시,목요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,승용,여,56세,경상
2020010900100249,2020년 1월 9일 14시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,경상,승합,남,55세,경상
2020010900100393,2020년 1월 9일 18시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,43세,경상
2020010900100507,2020년 1월 9일 21시,목요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,여,61세,상해없음,보행자,여,47세,경상
2020010900100509,2020년 1월 9일 21시,목요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,34세,상해없음,승용,남,40세,경상
2020011000100012,2020년 1월 10일 01시,금요일,경기도 수원시 영통구 이의동,사망사고,1,0,0,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,27세,사망,,,,
2020011000100082,2020년 1월 10일 07시,금요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,승합,남,29세,경상
2020011000100175,2020년 1월 10일 10시,금요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,41세,상해없음,승용,여,39세,경상
2020011000100235,2020년 1월 10일 12시,금요일,경기도 수원시 팔달구 신풍동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,19세,경상
2020011000100237,2020년 1월 10일 12시,금요일,경기도 수원시 영통구 매탄동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,특수,남,47세,상해없음,보행자,남,59세,중상
2020011000100312,2020년 1월 10일 14시,금요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,승용,남,48세,중상
2020011000100511,2020년 1월 10일 19시,금요일,경기도 용인시 수지구 상현동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,27세,부상신고,화물,남,62세,상해없음
2020011000100543,2020년 1월 10일 20시,금요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,34세,경상,승용,남,30세,경상
2020011000100595,2020년 1월 10일 22시,금요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,23세,상해없음,보행자,남,59세,경상
2020011000100630,2020년 1월 10일 23시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,24세,경상
2020011100100009,2020년 1월 11일 00시,토요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,여,38세,경상
2020011100100029,2020년 1월 11일 01시,토요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,50세,경상,승용,남,53세,상해없음
2020011100100039,2020년 1월 11일 02시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,21세,경상
2020011100100289,2020년 1월 11일 14시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,59세,상해없음,승용,남,36세,경상
2020011100100294,2020년 1월 11일 14시,토요일,경기도 용인시 수지구 성복동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,36세,상해없음,승합,남,41세,상해없음
2020011100100320,2020년 1월 11일 15시,토요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,건설기계,남,55세,경상
2020011100100343,2020년 1월 11일 16시,토요일,경기도 수원시 팔달구 매교동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,보행자,남,67세,경상
2020011100100421,2020년 1월 11일 18시,토요일,경기도 수원시 팔달구 매산로3가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,59세,상해없음,승용,남,44세,경상
2020011100100491,2020년 1월 11일 20시,토요일,경기도 수원시 팔달구 지동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,이륜,남,49세,경상
2020011100100496,2020년 1월 11일 20시,토요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,보행자,여,26세,경상
2020011200100004,2020년 1월 12일 00시,일요일,경기도 수원시 영통구 매탄동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,원동기,남,16세,부상신고,승용,여,67세,상해없음
2020011200100063,2020년 1월 12일 06시,일요일,경기도 수원시 장안구 하광교동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,승용,남,44세,경상
2020011200100136,2020년 1월 12일 12시,일요일,경기도 수원시 팔달구 우만동,중상사고,0,2,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승합,남,48세,상해없음
2020011200100137,2020년 1월 12일 12시,일요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,77세,상해없음,승용,여,60세,경상
2020011200100156,2020년 1월 12일 13시,일요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,화물,남,61세,상해없음,보행자,남,60세,경상
2020011300100051,2020년 1월 13일 07시,월요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,여,77세,중상
2020011300100157,2020년 1월 13일 11시,월요일,경기도 수원시 장안구 영화동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,64세,상해없음,승용,남,59세,경상
2020011300100191,2020년 1월 13일 12시,월요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,69세,상해없음,이륜,남,27세,경상
2020011300100291,2020년 1월 13일 15시,월요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,이륜,남,39세,경상
2020011300100296,2020년 1월 13일 15시,월요일,경기도 수원시 영통구 원천동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,41세,상해없음,승용,여,39세,중상
2020011300100338,2020년 1월 13일 16시,월요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,58세,상해없음,자전거,남,66세,부상신고
2020011300100339,2020년 1월 13일 16시,월요일,경기도 수원시 영통구 하동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,56세,상해없음,보행자,여,48세,경상
2020011300100428,2020년 1월 13일 18시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 차도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,보행자,남,47세,경상
2020011300100506,2020년 1월 13일 20시,월요일,경기도 수원시 장안구 송죽동,경상사고,0,0,2,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,73세,상해없음,보행자,여,39세,경상
2020011300100568,2020년 1월 13일 22시,월요일,경기도 수원시 팔달구 우만동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,72세,경상
2020011300100588,2020년 1월 13일 23시,월요일,경기도 수원시 장안구 영화동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,29세,부상신고,승용,남,38세,상해없음
2020011400100008,2020년 1월 14일 00시,화요일,경기도 수원시 영통구 영통동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,34세,상해없음,보행자,남,60세,사망
2020011400100009,2020년 1월 14일 00시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,30세,상해없음,이륜,남,40세,경상
2020011400100010,2020년 1월 14일 00시,화요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,여,28세,경상
